candidate_id,source_repository,title,doi,url,publisher,year,license_declared,access_declared,files_n,size_bytes,resource_type,matched_query,relevance_score,provisional_tier,mentions_ultrasound,mentions_dataset
10.5061/dryad.rjdfn2zd1,zenodo,Unravelling the role of thyroid hormones in seasonal neuroplasticity in European Starlings (Sturnus vulgaris),10.5061/dryad.rjdfn2zd1,https://zenodo.org/records/6989196,,2022,cc-zero,open,2,14172439569,dataset,thyroid ultrasound,-7,T4,False,False
10.5281/zenodo.18507571,zenodo,ФАРҒОНА ВОДИЙСИ ШАРОИТИДА БОЛАЛАРДА БРОНХИАЛ АСТМАДА ҚАЛҚОНСИМОН БЕЗНИНГ ФУНКЦИОНАЛ ҲОЛАТИ,10.5281/zenodo.18507571,https://zenodo.org/records/18507571,,2026,cc-by-4.0,open,1,205357,dataset,thyroid ultrasound,-7,T4,False,False
10.5281/zenodo.18520337,zenodo,ENDOCRINE SURGERY: THYROID GLAND OPERATIONS,10.5281/zenodo.18520337,https://zenodo.org/records/18520337,,2026,cc-by-4.0,open,1,205888,dataset,thyroid ultrasound,-7,T4,False,False
10.5281/zenodo.19456688,zenodo,"HYPOTHYROIDISM AND CARDIOVASCULAR PATHOLOGY: RISK FACTORS, EARLY DIAGNOSIS, AND WAYS TO PREVENT COMPLICATIONS",10.5281/zenodo.19456688,https://zenodo.org/records/19456688,,2026,cc-by-4.0,open,1,199226,dataset,thyroid ultrasound,-7,T4,False,False
10.5281/zenodo.20904474,zenodo,Autoimmune Thyroiditis and Pregnancy,10.5281/zenodo.20904474,https://zenodo.org/records/20904474,,2026,cc-by-4.0,open,1,830264,dataset,thyroid ultrasound,-7,T4,False,False
10.5281/zenodo.10113068,zenodo,Validation of Thyroid Cancer-Specific Quality of Life Questionnaire in Indonesian as A Tool to Assess Quality of Life Among Pediatric Thyroid Cancer Patients,10.5281/zenodo.10113068,https://zenodo.org/records/10113068,,2023,cc-by-4.0,open,3,307354,dataset,thyroid ultrasound,-7,T4,False,False
10.5281/zenodo.19512299,zenodo,INNOVATIONS IN ENDOCRINOLOGY: FOCUS ON THYROID PATHOLOGY,10.5281/zenodo.19512299,https://zenodo.org/records/19512299,,2026,cc-by-4.0,open,1,162100,dataset,thyroid ultrasound,-7,T4,False,False
10.5281/zenodo.18527688,zenodo,COMPARATIVE ANALYSIS OF ANTHROPOMETRIC INDICATORS IN HEALTHY CHILDREN AND CHILDREN WITH THYROID DYSFUNCTION IN THE ANDIJAN REGION,10.5281/zenodo.18527688,https://zenodo.org/records/18527688,,2026,cc-by-4.0,open,1,244939,dataset,thyroid ultrasound,-7,T4,False,False
10.5281/zenodo.19487224,zenodo,"HYPOTHYROIDISM AND CARDIOVASCULAR PATHOLOGY: RISK FACTORS, EARLY DIAGNOSIS, AND WAYS TO PREVENT COMPLICATIONS",10.5281/zenodo.19487224,https://zenodo.org/records/19487224,,2026,cc-by-4.0,open,1,274270,dataset,thyroid ultrasound,-7,T4,False,False
10.35097/4enuc2h4846kegka,datacite,OmniMedSeg-MRI,10.35097/4enuc2h4846kegka,https://radar.kit.edu/radar/en/dataset/4enuc2h4846kegka,"Computer Vision for Human Computer Interactions Lab (cv:hci), Institute for Anthropomatics and Robotics (IAR), Karlsruhe Institute of Technology",2026,,,,,,lumbar spine ultrasound,-8,none,False,False
10.17632/c8y6z9cnjb,datacite,Systemic Bone Density and Clinical Oral Health Status in Menopause Women,10.17632/c8y6z9cnjb,https://data.mendeley.com/datasets/c8y6z9cnjb,Mendeley,2021,cc-by-4.0,,,,,lumbar spine ultrasound,-8,none,False,False
10.17632/c8y6z9cnjb.1,datacite,Systemic Bone Density and Clinical Oral Health Status in Menopause Women,10.17632/c8y6z9cnjb.1,https://data.mendeley.com/datasets/c8y6z9cnjb/1,Mendeley,2021,cc-by-4.0,,,,,lumbar spine ultrasound,-8,none,False,False
10.6084/m9.figshare.16490645.v1,datacite,First occurrence of Arnold Chiari type II malformation and associated abnormalities in a Gir calf produced in vitro from Brazil - case report,10.6084/m9.figshare.16490645.v1,https://scielo.figshare.com/articles/dataset/First_occurrence_of_Arnold_Chiari_type_II_malformation_and_associated_abnormalities_in_a_Gir_calf_produced_in_vitro_from_Brazil_-_case_report/16490645/1,SciELO journals,2021,cc-by-4.0,,,,,lumbar spine ultrasound,-8,none,False,False
10.6084/m9.figshare.16490645,datacite,First occurrence of Arnold Chiari type II malformation and associated abnormalities in a Gir calf produced in vitro from Brazil - case report,10.6084/m9.figshare.16490645,https://scielo.figshare.com/articles/dataset/First_occurrence_of_Arnold_Chiari_type_II_malformation_and_associated_abnormalities_in_a_Gir_calf_produced_in_vitro_from_Brazil_-_case_report/16490645,SciELO journals,2021,cc-by-4.0,,,,,lumbar spine ultrasound,-8,none,False,False
10.6084/m9.figshare.26384143.v1,datacite,<b>Chest Wall Hydatid Disease: Surgical management and risk Factors for Recurrence and Mortality</b>,10.6084/m9.figshare.26384143.v1,https://figshare.com/articles/dataset/_b_Chest_Wall_Hydatid_Disease_Surgical_management_and_risk_Factors_for_Recurrence_and_Mortality_b_/26384143/1,figshare,2024,cc-by-4.0,,,,,spinal anesthesia ultrasound,-8,none,False,False
10.6084/m9.figshare.26384143,datacite,<b>Chest Wall Hydatid Disease: Surgical management and risk Factors for Recurrence and Mortality</b>,10.6084/m9.figshare.26384143,https://figshare.com/articles/dataset/_b_Chest_Wall_Hydatid_Disease_Surgical_management_and_risk_Factors_for_Recurrence_and_Mortality_b_/26384143,figshare,2024,cc-by-4.0,,,,,spinal anesthesia ultrasound,-8,none,False,False
10.6084/m9.figshare.26384143.v2,datacite,<b>Chest Wall Hydatid Disease: Surgical management and risk Factors for Recurrence and Mortality</b>,10.6084/m9.figshare.26384143.v2,https://figshare.com/articles/dataset/_b_Chest_Wall_Hydatid_Disease_Surgical_management_and_risk_Factors_for_Recurrence_and_Mortality_b_/26384143/2,figshare,2024,cc-by-4.0,,,,,spinal anesthesia ultrasound,-8,none,False,False
10.17632/ywgrfkbssz,datacite,Estimation Formula for Preparation Time of Anesthesia Induction Surgery accounting for Clinical Department Factors in Optimal Surgery Schedule Management,10.17632/ywgrfkbssz,https://data.mendeley.com/datasets/ywgrfkbssz,Mendeley,2021,cc-by-4.0,,,,,epidural ultrasound,-8,none,False,False
10.6084/m9.figshare.8217227.v1,datacite,Data files describing the relationship between body mass index and adverse perinatal outcomes in parturient receiving regional labor analgesia.,10.6084/m9.figshare.8217227.v1,https://figshare.com/articles/dataset/Data_files_describing_the_relationship_between_body_mass_index_and_adverse_perinatal_outcomes_in_parturient_receiving_regional_labor_analgesia_/8217227/1,figshare,2021,cc0-1.0,,,,,epidural ultrasound,-8,none,False,False
10.17632/ywgrfkbssz.3,datacite,Estimation Formula for Preparation Time of Anesthesia Induction Surgery accounting for Clinical Department Factors in Optimal Surgery Schedule Management,10.17632/ywgrfkbssz.3,https://data.mendeley.com/datasets/ywgrfkbssz/3,Mendeley,2021,cc-by-4.0,,,,,epidural ultrasound,-8,none,False,False
10.17632/ywgrfkbssz.2,datacite,Estimation Formula of Anesthesia Induction and Surgery Preparation Time Considering Clinical Department Factors for Optimal Surgical Schedule Management,10.17632/ywgrfkbssz.2,https://data.mendeley.com/datasets/ywgrfkbssz/2,Mendeley,2021,cc-by-4.0,,,,,epidural ultrasound,-8,none,False,False
10.17632/ywgrfkbssz.1,datacite,Estimation Formula for Preparation Time of Anesthesia Induction Surgery accounting for Department Factors in Optimal Surgery Schedule Management,10.17632/ywgrfkbssz.1,https://data.mendeley.com/datasets/ywgrfkbssz/1,Mendeley,2021,cc-by-4.0,,,,,epidural ultrasound,-8,none,False,False
10.6084/m9.figshare.8217227,datacite,Data files describing the relationship between body mass index and adverse perinatal outcomes in parturient receiving regional labor analgesia.,10.6084/m9.figshare.8217227,https://figshare.com/articles/dataset/Data_files_describing_the_relationship_between_body_mass_index_and_adverse_perinatal_outcomes_in_parturient_receiving_regional_labor_analgesia_/8217227,figshare,2021,cc0-1.0,,,,,epidural ultrasound,-8,none,False,False
10.7910/dvn/onmktm,datacite,"Evaluation of a peer-assisted, simulation-based clinical skills training program in Spain: a prospective single-group before-and-after study",10.7910/dvn/onmktm,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/ONMKTM,Harvard Dataverse,2026,cc0-1.0,,,,,lumbar puncture ultrasound,-8,none,False,False
10.6084/m9.figshare.20008428.v1,datacite,Impact of bundle implementation on the incidence of peri/intraventricular hemorrhage among preterm infants: a pre-post interventional study,10.6084/m9.figshare.20008428.v1,https://scielo.figshare.com/articles/dataset/Impact_of_bundle_implementation_on_the_incidence_of_peri_intraventricular_hemorrhage_among_preterm_infants_a_pre-post_interventional_study/20008428/1,SciELO journals,2022,cc-by-4.0,,,,,lumbar puncture ultrasound,-8,none,False,False
10.6084/m9.figshare.20008428,datacite,Impact of bundle implementation on the incidence of peri/intraventricular hemorrhage among preterm infants: a pre-post interventional study,10.6084/m9.figshare.20008428,https://scielo.figshare.com/articles/dataset/Impact_of_bundle_implementation_on_the_incidence_of_peri_intraventricular_hemorrhage_among_preterm_infants_a_pre-post_interventional_study/20008428,SciELO journals,2022,cc-by-4.0,,,,,lumbar puncture ultrasound,-8,none,False,False
10.5281/zenodo.21896695,datacite,FM-US-Video,10.5281/zenodo.21896695,https://zenodo.org/doi/10.5281/zenodo.21896695,Zenodo,2026,cc-by-4.0,,,,,ultrasound needle segmentation,-8,none,False,False
10.5281/zenodo.21896696,datacite,FM-US-Video,10.5281/zenodo.21896696,https://zenodo.org/doi/10.5281/zenodo.21896696,Zenodo,2026,cc-by-4.0,,,,,ultrasound needle segmentation,-8,none,False,False
10.5061/dryad.95x69p91s,datacite,Data from: Intratumoral therapeutic dust for chemo-photodynamic combination treatment,10.5061/dryad.95x69p91s,https://datadryad.org/dataset/doi:10.5061/dryad.95x69p91s,Dryad,2026,cc0-1.0,,,,,breast ultrasound dataset,-8,none,False,False
10.5281/zenodo.18041008,datacite,None,10.5281/zenodo.18041008,https://zenodo.org/doi/10.5281/zenodo.18041008,Zenodo,2025,cc-by-4.0,,,,,breast ultrasound dataset,-8,none,False,False
10.5281/zenodo.18041009,datacite,None,10.5281/zenodo.18041009,https://zenodo.org/doi/10.5281/zenodo.18041009,Zenodo,2025,cc-by-4.0,,,,,breast ultrasound dataset,-8,none,False,False
10.6084/m9.figshare.32983205,datacite,A <b>M</b>ulti-<b>M</b>odality <b>M</b>ulti-Organ <b>T</b>umor <b>US</b> Database,10.6084/m9.figshare.32983205,https://figshare.com/articles/dataset/A_b_M_b_ulti-_b_M_b_odality_b_M_b_ulti-Organ_b_T_b_umor_b_US_b_Database/32983205,figshare,2026,cc-by-4.0,,,,,breast ultrasound dataset,-8,none,False,False
10.6084/m9.figshare.32983205.v1,datacite,A <b>M</b>ulti-<b>M</b>odality <b>M</b>ulti-Organ <b>T</b>umor <b>US</b> Database,10.6084/m9.figshare.32983205.v1,https://figshare.com/articles/dataset/A_b_M_b_ulti-_b_M_b_odality_b_M_b_ulti-Organ_b_T_b_umor_b_US_b_Database/32983205/1,figshare,2026,cc-by-4.0,,,,,breast ultrasound dataset,-8,none,False,False
10.5061/dryad.6m905qgft,datacite,Data from: Correlation of UGT1A1 genotypes with newborn hyperbilirubinemia using newborn genetic screening,10.5061/dryad.6m905qgft,https://datadryad.org/dataset/doi:10.5061/dryad.6m905qgft,Dryad,2026,cc0-1.0,,,,,breast ultrasound dataset,-8,none,False,False
10.17632/t6dhvzb5dz.2,datacite,FNA adequacy data,10.17632/t6dhvzb5dz.2,https://data.mendeley.com/datasets/t6dhvzb5dz/2,Mendeley Data,2026,cc-by-4.0,,,,,thyroid ultrasound dataset,-8,none,False,False
10.17632/t6dhvzb5dz,datacite,FNA adequacy data,10.17632/t6dhvzb5dz,https://data.mendeley.com/datasets/t6dhvzb5dz,Mendeley Data,2026,cc-by-4.0,,,,,thyroid ultrasound dataset,-8,none,False,False
10.6084/m9.figshare.32013936,datacite,Factors affecting FNA adequacy Data file,10.6084/m9.figshare.32013936,https://figshare.com/articles/dataset/Factors_affecting_FNA_adequacy_Data_file/32013936,figshare,2026,cc-by-4.0,,,,,thyroid ultrasound dataset,-8,none,False,False
10.6084/m9.figshare.32013936.v1,datacite,Factors affecting FNA adequacy Data file,10.6084/m9.figshare.32013936.v1,https://figshare.com/articles/dataset/Factors_affecting_FNA_adequacy_Data_file/32013936/1,figshare,2026,cc-by-4.0,,,,,thyroid ultrasound dataset,-8,none,False,False
10.17632/t6dhvzb5dz.1,datacite,FNA adequacy data,10.17632/t6dhvzb5dz.1,https://data.mendeley.com/datasets/t6dhvzb5dz/1,Mendeley Data,2026,cc-by-4.0,,,,,thyroid ultrasound dataset,-8,none,False,False
10.6084/m9.figshare.31338496.v1,datacite,FOCUS-7D_Public,10.6084/m9.figshare.31338496.v1,https://figshare.com/articles/dataset/FOCUS-7D_Public/31338496/1,figshare,2026,cc-by-4.0,,,,,thyroid ultrasound dataset,-8,none,False,False
10.6084/m9.figshare.31338496,datacite,FOCUS-7D_Public,10.6084/m9.figshare.31338496,https://figshare.com/articles/dataset/FOCUS-7D_Public/31338496,figshare,2026,cc-by-4.0,,,,,thyroid ultrasound dataset,-8,none,False,False
10.5683/sp3/f2upji,datacite,Pediatric Cricothyrotomy Age Thresholds,10.5683/sp3/f2upji,https://borealisdata.ca/citation?persistentId=doi:10.5683/SP3/F2UPJI,Borealis,2025,cc-by-4.0,,,,,thyroid ultrasound dataset,-8,none,False,False
10.21227/ka9d-yn28,datacite,DBSAM,10.21227/ka9d-yn28,https://ieee-dataport.org/documents/dbsam,IEEE DataPort,2023,cc-by-4.0,,,,,thyroid ultrasound dataset,-8,none,False,False
10.5061/dryad.7m0cfxq8t,datacite,"Cell types, positional codes, and enhancers contributing to human facial individuality and pathology",10.5061/dryad.7m0cfxq8t,https://datadryad.org/dataset/doi:10.5061/dryad.7m0cfxq8t,Dryad,2026,cc0-1.0,,,,,fetal ultrasound dataset,-8,none,False,False
10.60816/n1ew-sz44,datacite,Metabolism of very long chain fatty acids and pathophysiological role of fatty acid elongase -1 (ELOVL1),10.60816/n1ew-sz44,https://ppm.edu.pl/info/researchdata/GUM300b0574034b4590978a4fbb5c62621b/,Medical University of Gdańsk,2026,,,,,,fetal ultrasound dataset,-8,none,False,False
10.5061/dryad.0vt4b8h1p,datacite,Data from: Bighorn sheep show similar in-host responses to the same pathogen strain in two contrasting environments,10.5061/dryad.0vt4b8h1p,https://datadryad.org/dataset/doi:10.5061/dryad.0vt4b8h1p,Dryad,2022,cc0-1.0,,,,,fetal ultrasound dataset,-8,none,False,False
10.5061/dryad.sn02v6x9n,datacite,In vivo noninvasive systemic myography of acute systemic vasoactivity in female pregnant mice,10.5061/dryad.sn02v6x9n,https://datadryad.org/dataset/doi:10.5061/dryad.sn02v6x9n,Dryad,2023,cc0-1.0,,,,,fetal ultrasound dataset,-8,none,False,False
10.5281/zenodo.16420867,datacite,CERVINet-DELTA,10.5281/zenodo.16420867,https://zenodo.org/doi/10.5281/zenodo.16420867,Zenodo,2025,cc-by-4.0,,,,,fetal ultrasound dataset,-8,none,False,False
10.5281/zenodo.16420868,datacite,CERVINet-DELTA,10.5281/zenodo.16420868,https://zenodo.org/doi/10.5281/zenodo.16420868,Zenodo,2025,cc-by-4.0,,,,,fetal ultrasound dataset,-8,none,False,False
10.34894/x0z7u1,datacite,Brain23,10.34894/x0z7u1,https://dataverse.nl/citation?persistentId=doi:10.34894/X0Z7U1,DataverseNL,2010,,,,,,fetal ultrasound dataset,-8,none,False,False
10.6084/m9.figshare.16570518.v1,datacite,CRL,10.6084/m9.figshare.16570518.v1,https://figshare.com/articles/dataset/CRL/16570518/1,figshare,2021,cc-by-4.0,,,,,fetal ultrasound dataset,-8,none,False,False
10.17632/t4ycf4425k,datacite,Anal atresia case series,10.17632/t4ycf4425k,https://data.mendeley.com/datasets/t4ycf4425k,Mendeley Data,2024,cc-by-4.0,,,,,fetal ultrasound dataset,-8,none,False,False
10.60645/bdc-ey55-n187,datacite,Jackson Heart Study (JHS) Cohort,10.60645/bdc-ey55-n187,https://gen3.biodatacatalyst.nhlbi.nih.gov/discovery/phs000286.v7.p2.c4/,NHLBI BioData Catalyst,2024,,,,,,cardiac ultrasound dataset,-8,none,False,False
10.60645/bdc-wm85-5m1j,datacite,Jackson Heart Study (JHS) Cohort,10.60645/bdc-wm85-5m1j,https://gen3.biodatacatalyst.nhlbi.nih.gov/discovery/phs000286.v7.p2.c3/,NHLBI BioData Catalyst,2024,,,,,,cardiac ultrasound dataset,-8,none,False,False
10.60645/bdc-42f4-t325,datacite,Jackson Heart Study (JHS) Cohort,10.60645/bdc-42f4-t325,https://gen3.biodatacatalyst.nhlbi.nih.gov/discovery/phs000286.v7.p2.c2/,NHLBI BioData Catalyst,2024,,,,,,cardiac ultrasound dataset,-8,none,False,False
10.60645/bdc-s3px-i90g,datacite,Jackson Heart Study (JHS) Cohort,10.60645/bdc-s3px-i90g,https://gen3.biodatacatalyst.nhlbi.nih.gov/discovery/phs000286.v7.p2.c1/,NHLBI BioData Catalyst,2024,,,,,,cardiac ultrasound dataset,-8,none,False,False
10.5061/dryad.z34tmpgth,datacite,Data from: Microvesicle release drive cycles of mitophagy flux disruption and inflammatory amplification in sepsis-induced myocardial dysfunction,10.5061/dryad.z34tmpgth,https://datadryad.org/dataset/doi:10.5061/dryad.z34tmpgth,Dryad,2026,cc0-1.0,,,,,cardiac ultrasound dataset,-8,none,False,False
10.6077/884a-6a29,datacite,"Hispanic Health and Nutrition Examination Survey, 1982-1984",10.6077/884a-6a29,https://data.socialsciences.cornell.edu/citation?persistentId=doi:10.6077/884A-6A29,CCSS Data Repository,2007,,,,,,cardiac ultrasound dataset,-8,none,False,False
10.5061/dryad.6wwpzgn59,datacite,Data from: A cross-sectional study investigating the relationship between pit recovery time and serum albumin levels in bilateral lower extremity pitting oedema,10.5061/dryad.6wwpzgn59,https://datadryad.org/dataset/doi:10.5061/dryad.6wwpzgn59,Dryad,2023,cc0-1.0,,,,,cardiac ultrasound dataset,-8,none,False,False
10.5281/zenodo.15257447,datacite,Database of patient reviews expressing dissatisfaction with the quality of medical services in Russia in 2012-2023,10.5281/zenodo.15257447,https://zenodo.org/doi/10.5281/zenodo.15257447,Zenodo,2025,cc-by-4.0,,,,,cardiac ultrasound dataset,-8,none,False,False
10.5281/zenodo.15257446,datacite,Database of patient reviews expressing dissatisfaction with the quality of medical services in Russia in 2012-2023,10.5281/zenodo.15257446,https://zenodo.org/doi/10.5281/zenodo.15257446,Zenodo,2025,cc-by-4.0,,,,,cardiac ultrasound dataset,-8,none,False,False
10.6084/m9.figshare.28375241,datacite,Demo,10.6084/m9.figshare.28375241,https://figshare.com/articles/dataset/Demo/28375241,figshare,2025,cc-by-4.0,,,,,cardiac ultrasound dataset,-8,none,False,False
10.6084/m9.figshare.28375241.v1,datacite,Demo,10.6084/m9.figshare.28375241.v1,https://figshare.com/articles/dataset/Demo/28375241/1,figshare,2025,cc-by-4.0,,,,,cardiac ultrasound dataset,-8,none,False,False
